ProteinID,p1_1,p1_2,p1_3,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,NoGp_1,NoGp_2,NoGp_3,NoGn_1,NoGn_2,NoGn_3
Q9Y4X5,158.3,85.1,110.4,117.4,76.8,103.4,119.5,107.7,76.5,95.6,92.9,159,89.6,97.7,120.2
P06748,1727.2,712.4,1844.8,586.8,2014.1,1615.5,1896.3,609.1,1692.6,2087.3,487.9,850,291.6,330.1,264.1
Q15057,69.1,29,30.2,44,19.7,49.5,47.4,36,18.5,72.6,29.2,48.5,38.4,23.8,25.2
Q5H9R7,372.9,126.3,384.5,149,233.2,244.3,350.7,144.4,211.8,270.7,161.1,539.4,130.5,112.7,128.6
Q71DI3,642,399.1,284.7,908.6,204.1,580.6,556.7,438.3,328,576.5,277,463.2,305.7,205.4,279.4
Q9GZR2,126.5,41.7,100.1,52.1,75.5,107.5,128.2,39.3,56,107.4,29.1,83.8,31.2,35.3,26.3
P61586,511.3,410.4,553.9,711.5,402.9,373.3,522.6,515.5,427.9,463.9,349,714.6,402.6,428.6,412
Q00610,1054.6,821.8,570.2,1574.5,491,917.5,812.3,1040.3,635.8,917.9,792.7,770.7,943.8,447.2,513.3
Q96GX1,6.2,6.6,5.1,5.4,6.8,6,2.8,7.7,7.3,8.9,9,5.8,6.6,14.3,6.4
O94919,36.9,50,34.7,88.1,35.3,36.8,38.6,60.9,47.3,57.9,39.7,49.2,58.7,52.3,34.1
P62834,204.4,155.5,99.1,359.5,88.5,134.2,191.3,200.6,110.1,138.3,138.2,156.5,226.5,141.1,189.2
A0A096LP55,98.2,78.4,93.2,56.8,122.2,86.9,115.3,78.6,87.7,109.7,65.3,55,21.5,18,21.5
Q8IZA0,11.1,14.4,14.1,11.9,10.6,5.9,11.6,19.1,35,10.2,12.8,15.9,11.3,22.8,24.9
P49406,18.6,21.8,11.5,45.7,14,16,17.9,21.1,15.4,19.2,12.4,13.8,11.2,5,9.7
O95373,412.6,181.8,235.9,288.8,167.7,300.2,341.5,231.2,211.6,256.5,198.5,340.8,206.6,160.5,180.8
Q2TB10,25.2,11.9,15.6,19.1,17.7,19.4,28.9,13.6,22.1,20.1,10.3,14.8,9.6,11.8,11.2
P61020,411.1,214.6,174.2,895.3,152.6,270,306.8,373.8,227.9,257,182.3,263.5,275.3,208.3,196.2
Q969Q5,91,54.6,48,194.8,45.9,69.4,75.2,79.3,68,52.4,59.4,82.3,70.3,54.7,62.8
P20671,207,579.7,179.6,547,156.5,131.4,160.7,467.1,118.1,190.2,469.1,194.3,323.3,126.1,188.5
Q6L8Q7,38.1,22.9,18.5,50.2,15.5,25,27.2,30.4,21.7,27.2,27,22.5,34,29.1,29.9
P41252,464.8,414.1,263.1,582.6,214.3,355,398.4,422.8,301.4,356.3,423.5,412.1,496.5,231,319
Q9NTZ6,73,43.2,37.6,57.8,30.9,50.8,54,35.8,35.6,52.9,33.2,40.9,46.7,41.3,46.2
Q9H7S9,558,412.8,437.1,295.1,447.2,547.7,582.7,404.1,421.8,541.9,322.7,296.3,116.8,103.7,102.8
Q6UVK1,14.7,17.1,32.3,22.9,35.2,13.8,15,19.5,29.8,31.9,51.4,50.2,15,12,13.3
Q6ZVM7,21.3,12.3,34.3,12.1,29.3,14.3,20.3,21.4,26.5,17.7,23.5,37.1,7.1,7.2,6.6
O14981,51.8,30,13.6,40.4,12.7,40.9,38.5,23.7,15.4,32.1,29.5,24.9,33.1,22,17.6
O94966,40.1,30.9,26.2,37.5,19.3,37.5,29.9,31.5,27,32.5,27.8,36,38.9,38.1,36
Q7L945,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
P17706,42.5,22.4,11.1,42.5,16.4,27.7,36.9,34.4,20.4,32.6,22.3,22.7,32.9,18,18.4
Q9NRH3,169.8,99,65.2,169.7,51.4,117.3,127.8,93.3,60.8,95.4,90.1,76.3,118.2,106.3,88.8
Q96IZ7,144.2,248,117.7,153.1,164.4,120.8,125.9,241.7,201.6,166.3,191.5,106,182.5,495.5,234.6
O60934,178.4,122.8,169.1,138.2,151.3,149.8,176.6,122.3,182.4,147,115.4,141.2,83.1,91.2,58.8
Q5BJH7,26,14.4,8.1,35.7,8.8,20.8,18.9,15.7,12,21.3,16.2,16.5,13.7,10.2,8.2
Q9BYD1,66.3,50.5,37.5,171.4,33.5,55.6,43.4,64.9,35.6,64.4,33.9,47,58.1,32.8,30.9
Q58FF7,709.8,326.9,275.4,281,181.8,502.7,493,323.8,228.3,463,367.1,388.3,382.1,352.8,383.1
Q9NVN8,65.1,91.8,45.8,65.6,46.3,46,52,73.5,56.7,58.2,74.9,65.7,128.4,189.6,178.6
Q15788,22.8,12.1,25.1,16.2,19.3,15.7,17.3,18.5,27.3,19.3,16.5,25.1,13.5,17.8,17.7
Q9BU76,120.3,123.1,108.8,94.2,130.6,128.4,108.2,102.9,99,166.8,88.5,74.1,82.2,165.6,117.2
Q8NDI1,202.9,91.8,177.4,120.3,140.9,137.7,177.6,119.7,135.3,149.9,115.1,174.9,79.9,107.8,84
P00813,28.7,61.1,32.9,41.5,30.8,19.4,33.5,55.6,32.3,28.4,65.9,39.7,89.3,138.6,149.1
Q96GX5,62.5,34.8,44.4,28.7,37.9,44.3,55.4,38.1,37.6,47.3,33.8,40.2,19,39.7,23.7
P04279,221.7,296.8,320.4,286.4,194.5,134,154.8,280.5,256.3,174.1,362.6,241.5,301,758,639
Q8N1F8,37.6,41.3,32.7,95.6,26.3,27.5,31.2,64.8,53.8,36.8,32.5,50.3,50.5,42.5,39.3
Q9H1P3,69.4,31.9,29.2,67,13.4,51.2,51.9,38.5,24.2,42.5,30.6,30.7,33.7,26.2,20.4
Q7L0J3,56.9,44.9,55.7,56.8,43.5,40.5,42.2,54.3,45.6,39.9,42.1,66.6,34.4,40.1,31.3
Q6P2Q9,717.3,579,274.8,1573,256,584.1,530.8,665.1,380.9,548.5,516.8,424.1,614.6,236,292.3
Q9NWU5,106.2,122.2,59.6,234.6,47.3,90,83.6,127.8,63.4,91.5,96,91.8,130.6,139.9,173.1
P81605,59.6,246.4,127.4,184,141.9,27.6,93.3,148.5,199.9,39.1,410.4,148.1,210.3,309.3,599.7
P17025,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
Q4AC94,2.3,2.8,2.4,3.9,3.3,4.3,0,0,2.8,6.4,3.6,2.3,4.3,6.8,4.4
Q9NV92,57.9,57.2,50.4,46.8,46.4,45.4,62.4,83.4,43.5,64.1,64.8,59.7,21.4,24.5,22.1
Q96AT1,13.1,16.8,20,7.3,23.7,10.3,20.4,13.4,27.6,14.1,13.6,12.2,6.6,7.4,11.5
P35250,279.7,142.8,220.4,179.7,103.4,197.9,222,144.5,130.5,203.4,119.2,237.7,149.4,120.9,138.3
Q9UL46,337.4,172,286.8,93.3,195.6,264.9,325.7,223.2,152.9,264.9,245.2,384.3,61,54.3,61
O75494,395.1,294.6,434.3,255.1,371.5,400.1,449.5,280.6,380.1,348.6,214.3,307.6,157.9,243.7,214.7
Q9UGP4,188.9,89.2,156.8,103.5,95,153.2,179.6,120.7,90.3,115.2,122.7,194.9,50.2,75.4,66.2
Q8IZL9,44.2,34.4,26.6,56.4,16.9,33,32.3,39.1,16.8,37.5,20.8,27.3,30.3,32.5,28.4
Q13616,128.1,53.6,42.8,88.9,31.8,97.2,98.2,62.7,46.5,70.9,54.2,65.1,60.1,38.2,63.3
Q9BXF3,226.6,177.8,289.6,199.3,251.4,160.1,199.2,198.3,210.5,231.9,172.4,263.3,117.2,140.1,127.9
Q96TA1,241.9,144.1,234,142.6,109.1,155.1,224.9,159.5,107.2,153.6,147,280,186.7,153.8,216.7
Q8WXX5,261.2,146.4,239.6,156.9,279.2,183.1,241.4,185.1,270.2,251.8,117.6,185.4,80.3,73.5,61.6
Q6P444,30.7,40,38.6,35.9,37.1,20.8,44.8,41.9,44,30.7,43,33.8,53.6,75.8,69.9
Q7Z309,17.8,9.8,27.6,12.7,35.1,21.2,22.2,13.6,36.6,24.4,10.4,18.2,2.2,6.2,7.3
Q8TB37,54.3,66,21,66.9,31,26.2,43.4,65.4,34.4,48.3,62.3,52.6,84.8,55.7,160.6
O95872,27.7,12.5,27.5,20.3,26.9,27.2,28.9,17.3,19.8,36.9,15.5,23.9,9.8,11.8,12.4
Q92854,24.6,30.3,40.2,32.3,32,17.7,23.6,35.5,46.5,22.1,40.5,62.5,31.4,40.8,43.2
O60739,82.1,35,50.4,30.3,68.2,94,93.4,38.2,70.3,65.1,27.2,43.4,19.3,13.3,16.4
O00567,468.3,380.2,252,684.8,240.4,396.8,417.9,379.1,340.8,448.6,289.2,316,384.5,292.6,313.2
Q96G74,97.5,93.3,82.5,86.5,90.7,89.5,89.6,124.1,80.2,112,90.8,73.6,149.5,179.3,169.5
Q00403,294.2,182.1,184.3,202.1,164.3,247.4,285.6,212.7,153.8,233.5,159.6,157.8,169.7,174.1,199
Q02790,163.5,56.1,102.4,74.7,60,141.2,120.8,58.1,73.1,129.4,50.2,142.5,59.6,56.9,69.8
Q9HCK1,200.3,119.7,213.8,127.8,188.5,137.9,157.8,122.7,182.5,209.9,113.4,145.4,84.3,152,166.2
Q8TF05,123.8,58.6,87.6,48.6,66,76.1,108.9,66.8,73.3,63,80.6,107.3,28.4,42.5,30.6
Q6NW29,12.9,7.3,10.3,7.2,9.2,10.7,10.8,6.4,7.2,8.9,4.8,9.1,7.5,17.1,13
Q7Z3D4,56.1,63.5,61.3,55.2,67.7,39.6,67.4,76.2,62.2,60.9,70,66.8,60.9,77.9,75
P49643,45.8,19.6,24.7,32.9,18.3,30.5,38.4,15.3,15.7,36.5,16,27.3,17.7,9.1,11.2
Q8IYD1,81,22.7,46.4,34,24,45.1,48.7,28.6,23.9,36.2,19.9,69.8,17.7,20.3,32.7
O00461,18,22.6,28,17.3,20.9,21.8,21.9,22.4,25.5,20.1,18.2,22.9,15.2,18.2,10.7
Q96NL1,34.5,35.5,31.2,28.8,41,31.5,37.8,37.8,46.9,49.5,32.6,33,19.7,25.1,23.4
Q9BVW5,20.1,26.6,19.6,31.6,27.2,21,22.3,29.7,22.3,33.4,28.2,18.8,16.9,18.8,11.8
P49916,46.3,39.6,22.4,77.5,24,37.9,35.4,36.9,35.8,37.2,27,37.2,64.4,52.2,39.5
Q96H55,16.8,13.4,11.5,15.3,7.9,15.2,15.3,15.1,16,33.1,9.2,7.9,15.4,68.2,11.9
Q92665,159.1,154.7,147.9,213.4,155.2,122.7,139.8,173.3,137.6,157,169.8,126.7,148.3,186.5,198.8
P30260,94.1,70.8,55.5,108.9,44.2,75,94.1,70.7,56.6,80.5,60.4,58.7,64.6,63.1,61
Q9Y6B6,9,7.4,0,9.2,2.3,0,3.8,6.6,4.4,3.1,5.7,1.8,11.2,2.1,6.6
Q8IY95,195.6,143.5,176.3,224.3,134.8,161.4,191,172.2,184.5,174,144.3,227.4,127.2,123.6,116.9
Q9NZB2,78.7,75.8,85.5,71.6,73.1,60.3,74.5,69.2,103.9,84.7,86.9,100.5,46.5,63.5,28.6
Q9BZK7,16.9,16.8,10.3,17.7,8.7,15.6,16.2,18.2,10.5,19,17,14.5,17.1,20.6,18.6
P12532,101.8,91.3,95.8,229.3,79.9,77.7,73,125.3,114.1,85.3,92.2,145.2,143.3,82.7,101.4
Q9H7R0,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
O94876,13.5,8.6,14.3,14.5,13.8,10.2,13.8,13,12.4,10.8,17.9,16.9,6.4,6.6,9.5
Q13867,12.4,26.8,14.7,23.6,16,5.6,13.9,23.1,21.8,14.6,30.7,15.7,25,48.1,46.8
Q96B23,37.6,47.8,60.5,31.6,54.3,30,50.4,46.3,79,33.3,51.9,41.3,35.1,68.9,55.6
Q15417,806.2,525.8,784.3,340.7,710.4,732.5,804.2,581.9,594.9,687.9,644.3,751.6,137.6,114.2,128.9
Q9NZ09,2.7,10,12.6,9.3,13.4,3.3,10.7,11.1,10,15.8,9.9,15,10.3,11.8,9.1
Q96G23,18.1,25.7,16.8,52.2,16.1,18.6,27.1,32.4,21.3,24.1,24.7,22.5,29.4,27.4,31.5
Q9Y3E5,74.3,35.4,40.4,110.3,27.7,56.3,64.9,51.7,38.7,56.2,36.6,49.8,47.3,37.3,36.7
Q96KP1,60.5,52.2,26.3,49.2,20.2,46.5,53.3,50.2,33.7,53.8,52.7,45.4,65.3,65.4,45.5
Q969S3,17.4,5.5,7.2,11.8,9.4,9.7,14,9.8,11.2,6.7,7.3,7.8,10.9,5.5,8
Q9C0D5,16.9,13.7,11.1,14.9,18.8,13.6,18.3,11.5,15.7,9.6,16.1,14.7,4.9,8.2,4.5
P31949,109.1,96.8,145.6,75.4,122.3,83.2,141.8,112.9,101,87.6,112.3,201.4,89.3,127.9,111.7
Q14671,263.4,175.1,243.9,209.1,226.3,233.6,266,201.2,217.3,239.8,251.3,303.6,134.1,143.4,151.2
Q8WVB6,24,20.8,14.5,21.4,12,18.8,23.2,22.2,18.3,23.2,17.6,22.2,23.5,23.6,25.5
O95721,537.6,671.4,906.8,444.9,1079,531.7,677.4,750.6,1170.3,779,875.4,787.9,180.8,170.3,179.6
Q15397,384.8,133.2,139.9,301,110.6,281.1,271.9,145.7,137.4,255.8,96.2,166.8,139,116,140.1
Q99549,112.6,121.2,145.4,135.8,128.3,102.4,142.4,130,167.8,151.7,99.7,113.2,73.8,80.7,82.5
Q86US8,131.6,78.2,148.1,72,133.8,101.9,128.8,69.4,117.7,101.8,86.8,105.1,33.1,32.4,34.5
A6H8Y1,172.2,121.1,172,119.9,181.3,120.1,182,118.4,195.6,164,110,151.4,70.1,96.9,78.3
Q9Y314,31.1,20.9,18.5,21.1,12.8,25,25.5,24.5,15.4,23.2,17.1,15.6,13.2,14.6,15.5
Q9UNL2,112.6,85.6,59.5,214.1,55.6,97.1,95.2,117.1,77.3,95.8,59.2,96.8,95.6,38.7,58.5
Q9H845,84.8,75.3,43.3,115.4,44.2,72.6,87.9,88.9,72,63.2,74.8,67.8,103.4,109.4,98.4
P09497,152,102.7,218.8,103.9,205,128.4,143.9,131.8,226.3,147.8,143.5,202.4,61.3,73.2,71.6
Q96F63,29.2,18.9,34.1,18.4,36.1,21.2,30.4,19.4,29.8,35.4,10,18.3,6.6,5.7,4.8
Q8NC67,37,29,35.6,30.2,37.1,28.1,42,30.1,27.2,28.9,29.5,43.3,35.5,43.3,44.3
Q3SY84,31.6,50.1,39.3,35.9,8.6,51.1,9.7,43.2,93.4,28.5,35.1,16.9,26.4,85.2,34.7
Q7Z4Q2,48.3,16.7,18.8,23,14,29.5,39.2,22.3,12.9,20.2,20.1,31.9,27.2,20,18
Q9ULR5,64,48.3,78.5,26.1,88.4,75.2,85.4,37.1,88.8,49.9,49.6,67.4,10.1,11.6,10.9
Q8NDF8,120.6,104.7,77.3,152.7,80.1,92,101.3,112.8,101.5,113.2,126.3,71.1,93.4,63.8,63.6
Q9C0H2,19.1,46.1,27.3,33.5,30.8,16.9,22.5,55.2,28.9,23.2,35.6,37.3,61.9,93.5,86.7
O75496,86.5,67.2,77.6,53.8,101.7,91.3,95.5,52.8,92.2,127.2,43.5,58.5,31.8,54.1,43.4
Q3ZCM7,34.6,23.6,13.2,32.3,7.9,17.8,18.1,24.4,13.5,33.2,34.5,27.1,186.6,15.6,21.9
Q9BVG4,92.4,20.5,72.6,22.8,48,62.6,82.7,26.8,33.6,59.6,17.6,82,21.3,19,15
P84103,249.7,143.8,204.4,131.3,222.5,224,292.9,173.6,223.3,231.2,111.9,124.3,62.7,91.4,73
Q12802,370,161.6,362.6,180.9,317.5,274.2,354.2,179.3,323.5,343.4,218.6,374.8,110.3,133.6,114.5
P61313,256.3,109.6,49.7,290.6,41,181.3,160.1,116,38.5,120.1,72.2,60.5,124.6,50.7,45.3
O75151,632.3,529,504.2,484.7,771.9,607.3,730.5,550.1,765.8,741.1,437.4,308.8,156.3,199.1,149.6
Q8NEB9,36.8,47.9,18.8,33.1,16.8,31.9,39.8,44,24.1,25.5,43.7,36.8,70.3,76.9,67.1
Q16625,180,423.2,255,393.4,341,158.2,192.3,539.4,288,245.4,551.7,281.9,91.8,89.2,120.3
Q9BTT6,217.1,122.4,260.4,175,191.6,133.8,204.7,134.1,151.1,167.7,119.4,347.6,90.9,73,86.2
O95139,28.7,42.3,45.5,47.6,51,35.4,40,49.7,42,40.6,38.7,39.2,18.1,16.2,18.5
P02788,37.7,54.8,51,44,39.1,20.3,32.3,44.4,48.8,30.6,70.3,57.1,57.7,100.1,112.3
Q8TEX9,524.4,292.5,230.5,459.5,126.3,357.5,396.3,290.3,170.4,355.5,271.5,381.8,324.1,154.3,194
P82912,11,11.2,5.9,28.9,5.9,10.8,13.8,15.7,2.4,11.9,3.8,7.7,7.2,7,6
Q99417,379.3,240.5,389.5,123.2,491.4,353.7,442.4,242.8,439.5,442.5,219.1,322.9,83.4,80.7,74.5
P21675,33,12.3,28.8,25.2,20.7,21.1,25.9,16.2,20.2,32.5,12.2,19.9,6.9,8.6,6.7
Q92791,17.8,13.9,11.5,15.1,11.8,14.5,17,15.8,10.1,14.5,10,9.3,17.6,28.7,19
P43686,477,101.6,332.7,100.3,131.5,294.5,367.9,112.7,145.6,291.6,101.3,379.9,112.5,73.1,71.4
P38919,607.1,292,204.8,585.6,149.6,462.4,470.7,330.5,217.9,401,237.8,255.1,353.4,216.9,212.4
Q14738,207.6,108.6,134.5,181.6,73.4,129.3,171.9,117.4,93.4,145,89,183.4,100.7,102.2,95
Q8IXK0,217.7,79.8,184.3,134.1,131.4,174.8,178.4,113.2,145.2,146.7,79.1,155.5,75.7,101.3,87.2
Q9Y613,113,68.8,86,92.7,49.2,88.1,84.2,68.7,52.2,94.6,81.1,138.7,80.5,60.3,67.8
Q9C0B0,81.2,72.5,118.7,66.3,88.4,77.5,90.1,83.5,90.2,73.1,99.4,140,55.7,59.6,57.6
P26374,40.7,19.5,27.5,18,16.9,29.7,35.4,21.3,25.4,26.6,16,35.5,17.6,20.3,15.9
Q14938,16.7,13.6,13.2,24.9,13.4,19.5,13,13.6,12.9,18.4,11,14.3,9.1,9.9,9.7
Q9Y337,12,29.9,18.2,22.5,24.6,9.5,6.5,28.1,25.8,14.3,32,21.4,31.1,41.3,88.6
Q9H939,83.4,45.9,99.5,28.3,39.4,61.8,71.5,70.9,30.4,62,56.2,121.2,19.8,15,19.1
Q9BPU6,6.1,5.6,4.7,10.8,0,6.2,3.6,4.9,3.7,5.6,2.4,4.6,8,8.1,3.6
Q15459,988.8,454.3,1170.4,537.2,946,706.5,875.8,472.8,885.2,907.4,376.1,865.6,226.7,313.5,224.8
P01111,259,129.2,190.1,393.9,145.1,185.9,232.4,207.9,169,202,126.9,236.7,135.7,86.9,98.9
Q96EV2,73.3,44.1,90.8,72.2,76,56.8,65.1,52.5,82.6,64,44.9,58.4,19.9,28.8,32.4
Q969S9,23.4,36.7,15,31.6,17.1,22,24.3,30.4,17.6,18.1,31.3,27.7,46.8,66.1,59.2
Q07157,725.1,513.7,715.2,459.2,676.5,629.6,728.5,603.7,633.4,753.8,716.3,698.7,167.6,150.4,168.3
Q13325,46.9,21.5,21.6,32,9.1,34.5,41.1,33,19.7,39.4,27.4,27.3,32.4,23.6,18.2
P20290,116.5,247.9,165.3,140.2,240.6,90.6,126.1,221.8,278.3,187.4,315.2,182.8,91.6,59.8,77
Q9GZT3,169.1,179.9,137.4,249.9,186.9,162.9,156.8,205.8,193.3,220.1,143.5,132.1,86.4,97,88.6
O43795,156.4,111.7,79.4,275.7,80.5,117.3,107.6,147.5,122.9,142.9,118.3,116.8,194.6,85.1,111.3
P48509,154.9,152.3,184.8,256.1,147.8,114.5,153.7,205.4,143.7,139.2,158,228.5,79.9,61.7,66.8
Q9BTC0,466.1,289.4,403.4,352.9,371.6,386.1,469.9,314.9,422,443.8,258.6,314.9,177.3,205.3,208.6
Q9UHR6,69.5,21.2,50.9,39.4,26.1,49.5,48.9,24.3,22.1,49.2,21.2,53.9,21.9,11,13.8
O95071,120,82.1,60.6,94.1,48.4,105.9,103.1,73.1,77.3,110,71.6,81.4,87.2,65.3,61.7
Q9BTC8,30.9,14.2,11,30.4,10.6,22.7,22.2,15,18.8,17.8,9.3,15.7,15.2,12.4,11.3
Q8N5P1,544.2,379.7,469.2,296,600.7,534.2,651.2,332.4,624,512.1,245.7,292.2,88.6,106.3,83
Q13641,21.8,13.9,16,26.7,12,12.5,16.1,19.7,13.4,8.8,14.7,15.9,12,12,10.2
O43143,287.3,157.3,121.3,380.2,106.5,233.8,207.4,172.8,127.5,218.1,121.7,132.8,142.1,162.7,149.3
Q9BTD8,172,107.2,153.7,149.9,164.9,153.9,172.3,128.4,162.8,156.6,94.7,118.5,65.9,70.9,74.4
Q96PZ0,11.9,12.7,11,6.7,12.1,13.8,14,14,8.6,12,11,10,16.5,13.7,12.2
O94855,20.5,20.3,22.4,26.6,11.4,23.4,19.7,29.1,20.4,18.4,34.5,26,21.7,26.1,22.4
Q8NDH2,8.4,35.6,16.7,17.7,15.4,8.4,13.8,36.5,17.4,10.4,31.8,18.6,52.3,66.8,71
O96000,81.7,45.7,58.1,71.5,60.2,76.4,73.6,57.6,55.1,88.5,31.7,56.6,20.6,19.6,16.6
Q96A54,64.7,78.6,82.1,185.6,81.7,62.6,69.4,118.2,131.4,80.3,93.6,158.1,87.7,37.8,75.8
P09211,127.8,129.2,121.3,203.4,78.8,73.9,107.7,147.5,77.1,104.9,139.9,204.1,767.2,179.4,148
Q14CN4,133,221.8,194.3,242.6,175.8,80,167.2,212.9,185.2,96.2,328.8,156.4,286.8,300.6,633.3
Q9UPZ9,44.2,34.4,26.6,56.4,16.9,33,32.3,39.1,16.8,37.5,20.8,27.3,30.3,32.5,28.4
Q7LBC6,18.8,5.4,8.8,5.8,7.2,11.5,11.3,8.8,6.6,8.9,8.5,12.6,8.4,8.7,4.6
O75448,8,6.6,2.4,9.8,4.9,6.6,7.7,10.6,5.9,4.8,5.4,4.9,12,12.8,11.3
O75334,3.7,5.7,2.8,2.7,0,2.1,3.1,0,0,0,4,0,4.3,3.6,4
O43829,125.7,97.8,150.6,88.7,143.8,99.9,117,90.5,124.9,127.9,80.3,123.5,55.7,60.1,68.4
Q9HB07,10.2,8.9,6.3,11.7,4.5,5.9,5.7,8.4,8.7,7.4,7.8,7.8,10.7,14.1,13.4
Q9H7E9,423.5,270.8,347.4,273.5,402.9,363,391.4,302.4,384.9,601.3,222,384.2,136.1,148,143.3
P09661,19.6,12.8,14.4,14.5,11.1,15.3,17.4,17,15.7,9.1,15,12.7,18.7,13.7,16.5
P37840,186,179.4,322.5,150.4,293.8,157,195.9,226.9,261.4,240.4,269,226.3,98.8,85.2,85.6
Q14847,733.7,1368.7,968,720.5,1090.6,755.2,943.9,1621.4,1071.5,804.7,1890.1,868.2,277.7,410.8,399.1
O75061,5.4,3.1,6.5,8.3,7.4,4.8,7.6,6.9,7.6,5.2,6.1,7.9,2.1,0,3.4
Q9HC62,5.6,4.6,3.4,5.6,4.1,0,4.1,0,3.9,5.2,2.2,3.1,3.4,2.5,3.2
Q9H6T3,284.1,139.7,287.1,132.2,215.9,227.8,249.9,158.3,212.4,238.4,186.5,316.6,81,96,85.4
Q9BQG0,842.8,335.3,316.9,720,235.3,564.5,564.8,406.5,355.5,466.3,304.8,385.6,386.8,273.7,327.7
Q14240,272.2,135.4,94.6,173.7,71.6,207.1,181.2,143.1,105.9,190.8,129.4,136.8,182.4,155.7,146.9
O95182,10.7,17.9,9.7,23.3,21.1,10.2,14.7,19.2,21.1,10.9,19.2,17,4.7,8.4,4.8
Q9Y697,18.6,12.9,8.9,33.2,7.6,16.2,15.1,18.4,15.8,16.8,16.1,16.3,18.2,18.5,26
P42166,1016.9,743.8,1159.8,856.9,1419,770.3,1027.9,843.7,1196,1131.1,719.5,948.6,374.2,353,381.3
O43451,86,107.1,61.4,61.9,64,66.2,94,113,70.3,43,136.1,88,186.8,312.3,349.6
P18124,303,171.1,113.2,437.3,83.9,250.6,222.2,231,118.2,227.3,147,141.4,221.8,132.2,150.9
Q9UJU3,10.2,4.6,6.7,4.8,10.7,6.5,14.6,5.9,9.2,6.4,2.9,3.4,0,2.5,0
P17844,412.5,321.8,265.3,396.4,305.7,358.3,438.5,367.9,338.8,406,220,210,167,192.4,163.2
P29374,16.2,9.1,18.3,8.2,14.9,14.2,11.9,9.6,17.5,17.1,12.8,16.4,3.7,5.9,6.3
O95163,120,56.4,61.8,67.9,38.9,101.5,90.5,59.5,49.5,79.7,59,67.6,65.9,65.1,70.8
P06737,5.2,8.1,4.6,15.1,4.2,4.1,4.9,8.5,4,4.9,8.6,7,9.8,8.3,9.1
O94888,65.2,25.7,46.3,34.4,32.8,40.8,56.6,31.2,36.4,41,38.4,48.7,28.9,20.8,20.8
P23229,5.6,5,6.2,10.6,2.6,6.6,5.5,6.7,7,5.6,6.8,6.8,14.4,4.6,6.3
Q49AR2,31.7,6,27.4,11.9,15.9,18.2,27,8,11.9,19.9,3.7,21.3,17.8,10.5,6.7
P20719,37.9,16.9,21.2,11.6,29,27.4,33.2,17.9,27.8,46.4,12.7,16.8,8.3,4.7,3.4
P13646,0,20,3.3,4.6,2.3,0,0,28.7,6.5,0,13.5,18.5,45,25.2,12.3
Q9NXZ1,11.2,9.1,21.4,10.3,18.9,15.1,13.7,11.4,19.8,20,8.7,15.3,4.9,1.9,2.6
O75340,43.1,12.7,29.3,22.2,16.7,40.1,34.1,23,16.4,27.2,19.8,31.4,12.5,15.4,16
P39880,552.1,434.4,707,522.3,766.8,440.1,602.6,506.9,793.2,643,494.5,635.4,285.2,350.5,331.8
P22307,21.9,22.1,13,48.5,12.2,28.1,18.6,25.9,22.6,27.3,20.9,26.3,31.2,35.5,31.9
Q6ZSJ8,79.2,87.1,62.7,78.6,75.5,49,62.9,86.4,84.5,82.6,86.3,65.9,22.2,30.3,29.1
Q7Z7L8,38.1,30.2,59.3,22.7,57.6,40.9,40.8,32,66.2,35,42.1,65.1,12.2,6.4,9.2
Q9Y5K6,113.4,106.1,148.7,88.9,144,107.9,118.5,123,143.8,127.8,145.1,135,54.8,65.6,59.7
Q9HAV7,119.9,173,117.1,198.2,194.2,97,130.4,142.5,214.3,140.5,124,105.8,82.9,56.7,51.2
Q9Y4C8,199.6,77.3,84.9,85.7,102.9,151.2,178.4,69.5,84.4,128.7,60.1,69.9,59.4,83.9,71.8
Q16822,25.3,34.1,31.4,77.8,22.4,21.7,23,36.9,34.4,26.2,46.4,76.1,52.5,22.3,44.9
P55081,510,501.4,631.9,478.7,840.8,480.7,558.2,533.2,838.3,821.6,318.3,307.2,163.1,252.3,212.8
Q6ZNA4,25.9,14.2,17.2,24.6,16.6,25.2,30.1,16,17.9,24.4,18.7,18.4,8.5,10.5,3
Q14692,932.3,568.6,690.3,792.3,814.5,801.7,950.8,568.2,837,1092.3,424.7,419.2,293.6,244.2,270.7
P17535,193.4,192.5,323.9,183.5,447.5,195.4,219.2,212,371,324.8,160.3,190.1,54.2,63.9,47.8
Q9UK53,55.1,38.5,55.9,30.3,49.2,47.4,57.2,45.4,51.7,53.6,33,29.8,11.8,18.3,16.3
O75177,60.4,67.9,104.2,81.5,113.7,61.9,63.8,81,108.1,94.5,65.9,63,73.4,40,34.6
Q9H1C7,17.8,46.1,20,37,25.4,17.4,22.1,62.3,23.3,14.2,72.3,24.4,6.2,9.4,12.3
Q86U42,329.6,249.1,504.6,148.9,533.4,329.7,367.8,245.9,569.8,393.9,159.3,280.5,125,167.5,144.8
